Date,Close,High,Low,Open,Volume
2020-01-02,72.53852844238281,72.59890677347013,71.29231880429238,71.54590484669842,135480400
2020-01-03,71.83329010009766,72.59405542623057,71.60868452797844,71.76566667933918,146322800
2020-01-06,72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200
2020-01-07,72.0651626586914,72.67135607636844,71.84538465436648,72.41535254834196,108872000
2020-01-08,73.2243881225586,73.52627962431049,71.76806381292334,71.76806381292334,132079200
2020-01-09,74.77975463867188,74.97296230565743,73.9513658951312,74.20253438813242,170108400
2020-01-10,74.94879913330078,75.51394659034878,74.44645484641248,75.01401242394427,140644800
2020-01-13,76.55005645751953,76.57662675415311,75.14686472001775,75.26521125345613,121532000
2020-01-14,75.516357421875,76.69736069243768,75.39319068247579,76.48724535482815,161954400
2020-01-15,75.19275665283203,76.19745295500711,74.76044574351113,75.31593080536074,121923600
2020-01-16,76.13463592529297,76.24573732895618,75.37387064834499,75.73614052978684,108829200
2020-01-17,76.9775390625,76.97994918369933,76.07669177323754,76.38341102005822,137816400
2020-01-21,76.45584106445312,77.04754402533345,76.31817676152562,76.60557808010122,110843200
2020-01-22,76.72879028320312,77.28185051946997,76.63459654377124,76.9413158290966,101832400
2020-01-23,77.0982894897461,77.17798563171488,76.23366779231166,76.78190767247501,104472000
2020-01-24,76.8760986328125,78.08849275649891,76.68530106036428,77.34463502870749,146537600
2020-01-27,74.61550903320312,75.29657068258192,73.63254850151056,74.88358515799297,161940000
2020-01-28,76.72633361816406,76.89780593655537,75.39801093990246,75.49703224218432,162234000
2020-01-29,78.3323974609375,79.18011122783992,77.61752038824181,78.3589677479383,216229200
2020-01-30,78.2188949584961,78.27202816821715,76.98234829996913,77.41465908040864,126743200
2020-01-31,74.75077819824219,77.93150399168975,74.4561316996704,77.50885574859744,199588400
2020-02-03,74.54547882080078,75.71198454702287,72.99013293890515,73.49247724374133,173788400
2020-02-04,77.00648498535156,77.19728247629806,75.74578579158994,76.15152619706777,136616400
2020-02-05,77.63445281982422,78.43386124893598,77.03066957303884,78.13437974665777,118826800
2020-02-06,78.54253387451172,78.544951365906,77.34704752803583,77.90494263047137,105425600
2020-02-07,77.47492218017578,78.2907522912515,76.98348700831134,78.04140355652011,117684000
2020-02-10,77.84290313720703,77.84290313720703,75.97884171109904,76.05872699723375,109348800
2020-02-11,77.37324523925781,78.41179815824636,77.15536891605744,78.33917517981024,94323200
2020-02-12,79.21070098876953,79.21554005883662,77.82354276759801,77.82354276759801,113730400
2020-02-13,78.64662170410156,78.97343988034811,78.27865296968668,78.48200469564426,94747600
2020-02-14,78.66600799560547,78.91535678515409,78.15762488828393,78.61516451334795,80113600
2020-02-18,77.2255630493164,77.40712785272389,76.1628001871837,76.34436499059119,152531200
