regime,sigma,mean,std,skew,kurt
calm,0.1,100.72063247318962,4.53143698144025,-0.051304350063157,-1.2735316576752482
calm,0.1,97.49961107369244,2.870202833227681,-0.7680642915066773,-0.45682645352961115
calm,0.1,103.64594653087948,2.557155664742256,0.24852042002013777,-1.0692044414209823
stochastic,0.33723184722452043,127.21520586914438,19.028519329154054,0.197763142899272,-1.3036664700953866
stochastic,0.5591296739332967,117.11322970756275,10.35275083272098,0.05085697138510022,-0.762548388271262
stochastic,0.20239003536330924,101.15540332982947,4.637519323768022,0.8938897099465354,0.00815509151906646
calm,0.1,99.93657980002706,2.690126208281154,0.474927945127626,-0.6787741392018791
volatile,0.4,95.05523739350528,12.40688351915182,0.7948463959312854,-0.5429565990990661
stochastic,0.235536652387877,81.44325967993396,9.228422187466865,0.42413227698549005,-0.9028787952324384
stochastic,0.49425814750253566,67.322251642914,14.191716285953206,0.4053866000169418,-0.6958340883613845
stochastic,0.27226945982614853,112.51817965996578,11.865785950943183,-0.47063840316601396,-0.5815227180206719
volatile,0.4,114.66345132571416,13.735846359149848,-0.19440348688150122,-0.8288753230466326
calm,0.1,103.197418922154,2.3019289152022653,0.6218360611582033,0.10008689899376755
stochastic,0.4357030427004302,84.04056101391966,14.091203845547781,0.18584521364087733,-0.9352146399425139
volatile,0.4,119.37479837791206,23.353520798546484,0.7234502739381421,-0.35362023391414166
calm,0.1,93.82572859982486,3.5906196068824174,-0.9597708291350971,0.9732664280544032
stochastic,0.34641985799895925,140.6414657107311,25.888694179859517,1.012850641992371,-0.03169463980569276
volatile,0.4,120.0394672352602,15.01502790422258,0.005238159850995681,-1.044150721972896
stochastic,0.3776073605846686,74.83556834024672,13.790192101774538,0.47171442596409713,-0.9260276747208183
calm,0.1,102.22654975556503,2.8968406632830113,-0.43766021349431017,-0.6107657000622426
stochastic,0.4252066384884803,84.38548470440415,8.876479410393456,0.4278356448859917,-0.05869552356630647
stochastic,0.29716781638379747,111.97157433411941,16.81667525527819,0.45063332289681535,-1.14173856122205
stochastic,0.529218221249754,92.66102472816925,23.325016753164313,1.474300991749428,1.4235422917955933
calm,0.1,96.19805497916408,1.655515036845121,0.22041642056228494,-0.07240319320118971
volatile,0.4,84.36802043578122,9.396194930851621,-0.2942154255938558,-0.6601761297579776
stochastic,0.4414373720181783,71.0737358585038,15.760337494921474,-0.3341005756242668,-1.1342445886965558
volatile,0.4,82.86283685698326,12.006021081350374,-0.06709798765815739,-1.1716322982776994
calm,0.1,108.03729333762107,4.24712543797477,0.3489634251144686,-0.743901008895866
calm,0.1,107.52631528623273,6.03397851436658,0.6461859762634071,-1.1668770185517534
stochastic,0.5321925767007634,176.80051206531087,26.654068148950845,-1.151047003726452,1.9838163852194937
volatile,0.4,86.76224220790341,10.088982274349894,0.04111278615967266,-0.6343822259761893
stochastic,0.5828710189811184,103.44494647106622,16.378709603239763,0.4089097857603591,-0.12519709154918468
calm,0.1,104.82690453594763,6.6713657627555305,0.15412933432388806,-1.4486743773506543
stochastic,0.43393685918739466,151.68765971293172,42.75757768436117,0.43859142417456176,-1.3749203357718416
calm,0.1,101.70267500126148,2.5823528017109387,0.40311243712152806,-0.5464991068624707
stochastic,0.40922044786411893,130.29746157125183,13.688683389358706,-0.008523507963803668,-0.48521324619845707
stochastic,0.31113266066857054,88.71326617263973,8.254890840918216,0.32007535016348043,-0.9438124144997038
stochastic,0.47369434311827335,76.44556775888665,8.812439207035636,0.6238830113508239,-0.33409180286239115
volatile,0.4,92.45322864317804,8.97271370227395,0.16724897800239588,-0.7663598965004756
stochastic,0.4471054948184757,156.18272205101619,23.844503886930834,0.0902261695851855,-0.62098387124699
stochastic,0.5594625262784085,98.56678136861534,28.452356430534874,0.8520559203586777,-0.28418848806707153
volatile,0.4,110.75849818821123,8.92109800416294,0.057966839579246185,-0.5379508518703116
stochastic,0.5205166425879328,69.41763714630966,18.656598396487677,0.7029518593091376,-0.8525328582444338
volatile,0.4,119.79736205053153,8.746650315851317,0.04823015387333814,0.018400016473891334
stochastic,0.5243896467191138,148.43264912643963,26.967072549126602,0.04648230835673035,-0.6872386291071617
volatile,0.4,102.37271811342158,12.448691774437076,-0.086633153848099,-1.1262779731115045
calm,0.1,110.63519077524849,7.536846219580827,0.20273670581919026,-1.0815038711869063
volatile,0.4,100.0129821900644,10.27686643956229,0.7364700021469359,-0.2993783535682315
volatile,0.4,83.53606300153086,18.053338129958295,-0.400002223194859,-1.5113570686107711
calm,0.1,111.7741091245847,7.089632487802262,0.03919595360793289,-1.3377235518458328
calm,0.1,90.82679042059686,3.552354858876769,0.47811789067684307,-0.4621976779827919
stochastic,0.4774065084534607,84.26694011957827,12.610356063236901,-0.2978207815677108,-0.2723396597148646
volatile,0.4,138.15125178099888,23.925800794622734,0.9316490064731136,0.9581783383929339
stochastic,0.47159480324981323,122.41296693625404,23.336267645879342,0.7185427855946203,-0.8889281998520531
stochastic,0.3329833694936434,119.41322464600466,19.91766852217294,0.29850048988170347,-1.5398735203195768
calm,0.1,94.19049374456685,2.8033610065422465,0.5868092788060413,0.04660720793792761
calm,0.1,103.76937518215189,1.6353139068554061,-0.05833199058594626,-0.7428976266624527
calm,0.1,105.51772258091732,2.9486164079822057,0.41576045077607365,0.4627576804481399
volatile,0.4,101.16386812680202,8.534750300567529,1.1049252131704292,0.6553123428934029
volatile,0.4,77.6555723698315,14.008714538855058,0.5293943104965145,-1.053952505127998
volatile,0.4,103.25832083024946,8.673098698445047,0.579351306755949,-0.13651235640029658
volatile,0.4,92.2621289995771,10.51084881798488,0.5819076791530917,-0.08780180534478577
stochastic,0.2875272140860368,86.21257808548499,7.271393131202054,0.8522535968295335,0.1898516035601152
stochastic,0.43464693057810533,81.35119592621427,17.64975898924277,0.9320770886215547,-0.7442170508712556
stochastic,0.2471687620736896,129.66603119202293,18.005595813011837,0.0686240088529865,-1.2385281565531965
stochastic,0.35807525222418324,90.74560141019948,14.90860934051737,0.10479064097578511,-1.1127410435103773
volatile,0.4,87.32546139063365,10.92926028593176,-0.028258588785042393,-0.5610465017124264
stochastic,0.437285361002239,89.69781344140789,11.389178238661511,-0.11875628639376408,-0.9003085166862648
volatile,0.4,127.83083808702321,14.377944188714427,-0.6698900868723766,-0.4749667608255468
calm,0.1,96.05984663866178,2.5703455365454353,0.1917870265036484,-0.4498581436902884
volatile,0.4,105.65531693931715,10.238267383068482,0.5323372494049831,-0.31266876495806883
calm,0.1,106.86441987902401,6.634124714345074,0.13078846913346273,-1.3004900775358692
stochastic,0.3464488390214419,119.68776649794015,11.734185506826439,-0.005277398308005799,-0.7719286562903909
volatile,0.4,90.98370219059392,7.02828631816207,0.373263504039667,-0.9991954600513369
calm,0.1,108.4019203533292,5.904479417641374,-0.16991831303306915,-0.8566628209411733
calm,0.1,105.26509547443064,2.3828646149997175,-0.20029064907153693,-0.5008251553451313
volatile,0.4,99.29782575752839,6.718311093035341,-0.23147267971320845,-0.1456678750795133
stochastic,0.5130961291576357,121.03573899010861,16.22930286590349,1.5767210612952527,4.614099129395109
stochastic,0.44982523921588213,101.82724316660158,14.194302855994584,0.26433433740287304,-0.9568328421575583
calm,0.1,104.43390578645989,5.619395507265865,0.06965221312665844,-1.291444529096243
stochastic,0.5360925043838792,122.58668406150457,16.859320790406333,-0.2741343164028099,-0.832015340110738
volatile,0.4,108.8192313142313,18.06236786011134,1.2279314359734255,1.261423334193588
volatile,0.4,131.69774598267674,20.948079793495356,-0.0034329341816915233,-0.9646903266164442
calm,0.1,121.42984191918468,9.214515735762957,-0.8779878127962722,-0.5507122371551265
volatile,0.4,111.89862549855766,12.031584491343638,-0.34650362396339707,-0.0442541500828777
calm,0.1,99.66832118635989,3.0111064114569457,0.40898763592002463,-0.978687603674123
volatile,0.4,111.08640710378164,10.423253055284576,0.49912382434363656,-0.597137064229011
calm,0.1,90.73115353960635,4.677499671937175,0.04175761605899555,-0.13405288627769618
volatile,0.4,108.34922667368342,11.879732119052036,0.5566198381250828,-0.43012696597458033
calm,0.1,108.19067431967744,4.021198976299444,0.14987208490883283,-0.007781189757726015
volatile,0.4,103.21823399927226,9.610145511579452,0.11816783658087007,-0.4731129105642782
calm,0.1,108.54463140180798,6.6278845163158575,-0.010725032349664662,-1.4483617035964562
volatile,0.4,96.7661985495683,15.048243645376607,-0.3542739635767756,-0.9039792876305577
calm,0.1,92.39500289981977,4.696204383232368,0.4632226568684025,-0.24137748678478133
stochastic,0.27406655804350777,124.88129410382047,20.442374913472953,-0.15416216399231836,-1.0675069722560588
calm,0.1,98.06396086142908,4.947008190713889,0.22185393882911736,-0.9895114014270607
calm,0.1,97.24244149674196,3.730160987972964,-0.7435075340105719,-0.12692452767508788
volatile,0.4,96.3370244360973,9.448645654325718,0.3573149527544891,-0.9480624225594578
volatile,0.4,114.06609586683379,20.913224715577982,0.8462943987171317,-0.2648343705608709
calm,0.1,103.37162642573388,3.61299766154431,0.6812252789602181,-0.3743620477985563
calm,0.1,101.55493089393781,3.346702371689709,0.21168110050338385,-0.8299550200745234
stochastic,0.36532569938447534,113.11452982003729,16.75790726823496,0.28041249950553804,-1.2476423739286409
stochastic,0.5591628977935617,129.8299971000633,17.93251396329853,0.07663828587051927,-0.36961992428059665
calm,0.1,98.13475709724746,2.877588456915744,0.2745983901110931,-0.8557971093758074
volatile,0.4,101.82975255380519,11.088508158553108,0.911898448657761,0.07333960414612051
stochastic,0.4245187237729211,68.90524665652582,16.12607521344814,0.6698148615100848,-0.21817197502601138
stochastic,0.5733132951289339,92.15750176630813,9.59522289948903,0.10998673983370148,-0.6971102521103605
calm,0.1,95.30685328811698,3.1898565324287436,0.06930413399884826,-1.29659070964931
stochastic,0.45331256224400085,99.9582341451067,11.315426180011936,0.07034352691188009,-0.5838417457068492
volatile,0.4,148.05010159734883,19.48708815502825,-0.5494422849946077,0.13643050269698742
stochastic,0.4531319464460307,60.404935802860116,13.635153811719048,1.1507499651417443,1.812764464070228
stochastic,0.33733563251337145,107.57635182480566,6.376433166124889,0.4778427562584062,0.41351523753710717
calm,0.1,108.21749845497494,4.997087716153316,-0.6312759258267135,-0.9815723939335532
calm,0.1,97.20953456165672,3.6539266613289887,-0.0017488180661124379,-1.1432848235207973
volatile,0.4,84.75016931484069,10.420257305636428,0.6493466857434328,-0.8727342172900983
calm,0.1,107.83350817553672,4.740825491773663,0.6595913581907498,-0.763643759685261
calm,0.1,102.22748134423371,2.75370474921899,0.41281329294126423,-0.7966667761858557
volatile,0.4,110.25725683897116,8.56071776154905,0.5077010715035255,-0.13365996327702412
calm,0.1,107.79360771800351,6.920055561411088,-0.21873349857766458,-1.2918268642105206
stochastic,0.306761914063609,126.79184366558039,10.312860718028961,-0.07217107569709942,-0.4785394929254614
volatile,0.4,90.24024419926016,7.730799659490198,0.21396876523142347,-0.9508032457503983
calm,0.1,99.71978318000136,3.855160206642214,-0.12472607334523625,-0.5319995393537886
volatile,0.4,110.61828597706703,8.20013335512562,-0.27879740760966626,-0.027978747918462332
calm,0.1,103.58698440011341,2.364688943167288,-0.7327214118997392,-0.1784538564807172
calm,0.1,107.8945122347893,6.2552054249899145,-0.3477049921825179,-0.988352238620132
